developer,month_year,network,total_commits,dev_classification
0xGrillo,May_2022,starknet,0,Dev who was inactive
0xGrillo,May_2023,starknet,0,Dev who was inactive
0xGrillo,November_2022,starknet,0,Dev who was inactive
0xGrillo,November_2023,starknet,0,Dev who was inactive
0xGrillo,October_2022,starknet,0,Dev who was inactive
0xGrillo,October_2023,starknet,0,Dev who was inactive
0xGrillo,September_2022,starknet,10,Dev who was inactive
0xGrillo,September_2023,starknet,0,Dev who was inactive
0xJilan,April_2023,starknet,0,Dev who was inactive
0xJilan,August_2022,starknet,12,Dev who merged 10 or more commits
0xJilan,August_2023,starknet,0,Dev who was inactive
0xJilan,December_2022,starknet,0,Dev who was inactive
0xJilan,December_2023,starknet,0,Dev who was inactive
0xJilan,February_2023,starknet,0,Dev who was inactive
0xJilan,February_2024,starknet,0,Dev who was inactive
0xJilan,January_2023,starknet,0,Dev who was inactive
0xJilan,January_2024,starknet,0,Dev who was inactive
0xJilan,July_2022,starknet,8,Dev who merged between 2 and 9 commits
0xJilan,July_2023,starknet,0,Dev who was inactive
0xJilan,June_2023,starknet,0,Dev who was inactive
0xJilan,March_2023,starknet,0,Dev who was inactive
0xJilan,May_2023,starknet,0,Dev who was inactive
0xJilan,November_2022,starknet,0,Dev who was inactive
0xJilan,November_2023,starknet,0,Dev who was inactive
0xJilan,October_2022,starknet,0,Dev who was inactive
0xJilan,October_2023,starknet,0,Dev who was inactive
0xJilan,September_2022,starknet,0,Dev who was inactive
0xJilan,September_2023,starknet,0,Dev who was inactive
0xJord4n,December_2023,starknet,1,Dev who merged 1 commit
0xJord4n,February_2024,starknet,0,Dev who was inactive
0xJord4n,January_2024,starknet,0,Dev who was inactive
0xK3K,April_2022,starknet,0,Dev who was inactive
0xK3K,April_2023,starknet,0,Dev who was inactive
0xK3K,August_2022,starknet,0,Dev who was inactive
0xK3K,August_2023,starknet,0,Dev who was inactive
0xK3K,December_2022,starknet,0,Dev who was inactive
0xK3K,December_2023,starknet,0,Dev who was inactive
0xK3K,February_2022,starknet,0,Dev who was inactive
0xK3K,February_2023,starknet,0,Dev who was inactive
0xK3K,February_2024,starknet,0,Dev who was inactive
0xK3K,January_2023,starknet,0,Dev who was inactive
0xK3K,January_2024,starknet,1,Dev who merged 1 commit
0xK3K,July_2022,starknet,0,Dev who was inactive
0xK3K,July_2023,starknet,0,Dev who was inactive
0xK3K,June_2022,starknet,0,Dev who was inactive
0xK3K,June_2023,starknet,0,Dev who was inactive
0xK3K,March_2022,starknet,0,Dev who was inactive
0xK3K,March_2023,starknet,0,Dev who was inactive
0xK3K,May_2022,starknet,0,Dev who was inactive
0xK3K,May_2023,starknet,0,Dev who was inactive
0xK3K,November_2022,starknet,0,Dev who was inactive
0xK3K,November_2023,starknet,2,Dev who merged between 2 and 9 commits
0xK3K,October_2022,starknet,0,Dev who was inactive
0xK3K,October_2023,starknet,0,Dev who was inactive
0xK3K,September_2022,starknet,0,Dev who was inactive
0xK3K,September_2023,starknet,0,Dev who was inactive
0xKahi,April_2023,starknet,19,Dev who merged 10 or more commits
0xKahi,August_2022,starknet,8,Dev who merged between 2 and 9 commits
0xKahi,August_2023,starknet,13,Dev who merged 10 or more commits
0xKahi,December_2022,starknet,15,Dev who merged 10 or more commits
0xKahi,December_2023,starknet,0,Dev who was inactive
0xKahi,February_2023,starknet,0,Dev who was inactive
0xKahi,February_2024,starknet,0,Dev who was inactive
0xKahi,January_2023,starknet,4,Dev who merged between 2 and 9 commits
0xKahi,January_2024,starknet,0,Dev who was inactive
0xKahi,July_2022,starknet,18,Dev who merged 10 or more commits
0xKahi,July_2023,starknet,7,Dev who merged between 2 and 9 commits
0xKahi,June_2023,starknet,20,Dev who merged 10 or more commits
0xKahi,March_2023,starknet,4,Dev who merged between 2 and 9 commits
0xKahi,May_2023,starknet,15,Dev who merged 10 or more commits
0xKahi,November_2022,starknet,19,Dev who merged 10 or more commits
0xKahi,November_2023,starknet,0,Dev who was inactive
0xKahi,October_2022,starknet,12,Dev who merged 10 or more commits
0xKahi,October_2023,starknet,33,Dev who merged 10 or more commits
0xKahi,September_2022,starknet,8,Dev who merged between 2 and 9 commits
0xKahi,September_2023,starknet,29,Dev who merged 10 or more commits
0xKarl98,April_2022,starknet,0,Dev who was inactive
0xKarl98,April_2023,starknet,0,Dev who was inactive
0xKarl98,August_2022,starknet,0,Dev who was inactive
0xKarl98,August_2023,starknet,0,Dev who was inactive
0xKarl98,December_2022,starknet,0,Dev who was inactive
0xKarl98,December_2023,starknet,0,Dev who was inactive
0xKarl98,February_2022,starknet,0,Dev who was inactive
0xKarl98,February_2023,starknet,0,Dev who was inactive
0xKarl98,February_2024,starknet,0,Dev who was inactive
0xKarl98,January_2023,starknet,0,Dev who was inactive
0xKarl98,January_2024,starknet,0,Dev who was inactive
0xKarl98,July_2022,starknet,2,Dev who merged between 2 and 9 commits
0xKarl98,July_2023,starknet,0,Dev who was inactive
0xKarl98,June_2022,starknet,0,Dev who was inactive
0xKarl98,June_2023,starknet,0,Dev who was inactive
0xKarl98,March_2022,starknet,0,Dev who was inactive
0xKarl98,March_2023,starknet,0,Dev who was inactive
0xKarl98,May_2022,starknet,0,Dev who was inactive
0xKarl98,May_2023,starknet,0,Dev who was inactive
0xKarl98,November_2022,starknet,0,Dev who was inactive
0xKarl98,November_2023,starknet,0,Dev who was inactive
0xKarl98,October_2022,starknet,0,Dev who was inactive
0xKarl98,October_2023,starknet,0,Dev who was inactive
0xKarl98,September_2022,starknet,0,Dev who was inactive
0xKarl98,September_2023,starknet,0,Dev who was inactive
0xKawaka,December_2023,starknet,0,Dev who was inactive
0xKawaka,February_2024,starknet,0,Dev who was inactive
0xKawaka,January_2024,starknet,1,Dev who merged 1 commit
0xKawaka,November_2023,starknet,0,Dev who was inactive
0xKawaka,October_2023,starknet,0,Dev who was inactive
0xKermo,April_2023,starknet,0,Dev who was inactive
0xKermo,August_2023,starknet,6,Dev who merged between 2 and 9 commits
0xKermo,December_2023,starknet,2,Dev who merged between 2 and 9 commits
0xKermo,February_2024,starknet,0,Dev who was inactive
0xKermo,January_2024,starknet,0,Dev who was inactive
0xKermo,July_2023,starknet,0,Dev who was inactive
0xKermo,June_2023,starknet,0,Dev who was inactive
0xKermo,March_2023,starknet,7,Dev who merged between 2 and 9 commits
0xKermo,May_2023,starknet,0,Dev who was inactive
0xKermo,November_2023,starknet,7,Dev who merged between 2 and 9 commits
0xKermo,October_2023,starknet,5,Dev who merged between 2 and 9 commits
0xKermo,September_2023,starknet,7,Dev who merged between 2 and 9 commits
0xMentorNotAPseudo,April_2022,starknet,2,Dev who merged between 2 and 9 commits
0xMentorNotAPseudo,April_2023,starknet,0,Dev who was inactive
0xMentorNotAPseudo,August_2022,starknet,0,Dev who was inactive
0xMentorNotAPseudo,August_2023,starknet,0,Dev who was inactive
0xMentorNotAPseudo,December_2021,starknet,0,Dev who was inactive
0xMentorNotAPseudo,December_2022,starknet,0,Dev who was inactive
0xMentorNotAPseudo,December_2023,starknet,0,Dev who was inactive
0xMentorNotAPseudo,February_2022,starknet,5,Dev who merged between 2 and 9 commits
0xMentorNotAPseudo,February_2023,starknet,1,Dev who merged 1 commit
0xMentorNotAPseudo,February_2024,starknet,0,Dev who was inactive
0xMentorNotAPseudo,January_2022,starknet,0,Dev who was inactive
0xMentorNotAPseudo,January_2023,starknet,0,Dev who was inactive
0xMentorNotAPseudo,January_2024,starknet,2,Dev who merged between 2 and 9 commits
0xMentorNotAPseudo,July_2022,starknet,1,Dev who merged 1 commit
0xMentorNotAPseudo,July_2023,starknet,0,Dev who was inactive
0xMentorNotAPseudo,June_2022,starknet,0,Dev who was inactive
0xMentorNotAPseudo,June_2023,starknet,0,Dev who was inactive
0xMentorNotAPseudo,March_2022,starknet,4,Dev who merged between 2 and 9 commits
0xMentorNotAPseudo,March_2023,starknet,0,Dev who was inactive
0xMentorNotAPseudo,May_2022,starknet,1,Dev who merged 1 commit
0xMentorNotAPseudo,May_2023,starknet,2,Dev who merged between 2 and 9 commits
0xMentorNotAPseudo,November_2021,starknet,0,Dev who was inactive
0xMentorNotAPseudo,November_2022,starknet,0,Dev who was inactive
0xMentorNotAPseudo,November_2023,starknet,0,Dev who was inactive
0xMentorNotAPseudo,October_2022,starknet,22,Dev who merged 10 or more commits
0xMentorNotAPseudo,October_2023,starknet,0,Dev who was inactive
0xMentorNotAPseudo,September_2022,starknet,1,Dev who merged 1 commit
0xMentorNotAPseudo,September_2023,starknet,0,Dev who was inactive
0xNezha,April_2023,starknet,0,Dev who was inactive
0xNezha,August_2023,starknet,4,Dev who merged between 2 and 9 commits
0xNezha,December_2023,starknet,0,Dev who was inactive
0xNezha,February_2023,starknet,0,Dev who was inactive
0xNezha,February_2024,starknet,0,Dev who was inactive
0xNezha,January_2023,starknet,0,Dev who was inactive
0xNezha,January_2024,starknet,0,Dev who was inactive
0xNezha,July_2023,starknet,0,Dev who was inactive
0xNezha,June_2023,starknet,0,Dev who was inactive
0xNezha,March_2023,starknet,0,Dev who was inactive
0xNezha,May_2023,starknet,0,Dev who was inactive
0xNezha,November_2023,starknet,4,Dev who merged between 2 and 9 commits
0xNezha,October_2023,starknet,0,Dev who was inactive
0xNezha,September_2023,starknet,32,Dev who merged 10 or more commits
0xNonCents,April_2019,starknet,0,Dev who was inactive
0xNonCents,April_2020,starknet,0,Dev who was inactive
0xNonCents,April_2021,starknet,0,Dev who was inactive
0xNonCents,April_2022,starknet,2,Dev who merged between 2 and 9 commits
0xNonCents,April_2023,starknet,0,Dev who was inactive
0xNonCents,August_2019,starknet,0,Dev who was inactive
0xNonCents,August_2020,starknet,0,Dev who was inactive
0xNonCents,August_2021,starknet,0,Dev who was inactive
0xNonCents,August_2022,starknet,8,Dev who merged between 2 and 9 commits
0xNonCents,August_2023,starknet,0,Dev who was inactive
0xNonCents,December_2019,starknet,0,Dev who was inactive
0xNonCents,December_2020,starknet,0,Dev who was inactive
0xNonCents,December_2021,starknet,15,Dev who merged 10 or more commits
0xNonCents,December_2022,starknet,0,Dev who was inactive
0xNonCents,December_2023,starknet,0,Dev who was inactive
0xNonCents,February_2020,starknet,0,Dev who was inactive
0xNonCents,February_2021,starknet,0,Dev who was inactive
0xNonCents,February_2022,starknet,6,Dev who merged between 2 and 9 commits
0xNonCents,February_2023,starknet,0,Dev who was inactive
0xNonCents,February_2024,starknet,0,Dev who was inactive
0xNonCents,January_2020,starknet,0,Dev who was inactive
0xNonCents,January_2021,starknet,0,Dev who was inactive
0xNonCents,January_2022,starknet,17,Dev who merged 10 or more commits
0xNonCents,January_2023,starknet,0,Dev who was inactive
0xNonCents,January_2024,starknet,0,Dev who was inactive
0xNonCents,July_2019,starknet,0,Dev who was inactive
0xNonCents,July_2020,starknet,0,Dev who was inactive
0xNonCents,July_2021,starknet,0,Dev who was inactive
0xNonCents,July_2022,starknet,24,Dev who merged 10 or more commits
0xNonCents,July_2023,starknet,0,Dev who was inactive
0xNonCents,June_2019,starknet,0,Dev who was inactive
0xNonCents,June_2020,starknet,0,Dev who was inactive
0xNonCents,June_2021,starknet,0,Dev who was inactive
0xNonCents,June_2022,starknet,2,Dev who merged between 2 and 9 commits
0xNonCents,June_2023,starknet,0,Dev who was inactive
0xNonCents,March_2020,starknet,0,Dev who was inactive
0xNonCents,March_2021,starknet,0,Dev who was inactive
0xNonCents,March_2022,starknet,14,Dev who merged 10 or more commits
0xNonCents,March_2023,starknet,0,Dev who was inactive
0xNonCents,May_2019,starknet,0,Dev who was inactive
0xNonCents,May_2020,starknet,0,Dev who was inactive
0xNonCents,May_2021,starknet,0,Dev who was inactive
0xNonCents,May_2022,starknet,0,Dev who was inactive
0xNonCents,May_2023,starknet,0,Dev who was inactive
0xNonCents,November_2019,starknet,0,Dev who was inactive
0xNonCents,November_2020,starknet,0,Dev who was inactive
0xNonCents,November_2021,starknet,0,Dev who was inactive
0xNonCents,November_2022,starknet,0,Dev who was inactive
0xNonCents,November_2023,starknet,0,Dev who was inactive
0xNonCents,October_2019,starknet,0,Dev who was inactive
0xNonCents,October_2020,starknet,0,Dev who was inactive
0xNonCents,October_2021,starknet,0,Dev who was inactive
0xNonCents,October_2022,starknet,1,Dev who merged 1 commit
0xNonCents,October_2023,starknet,0,Dev who was inactive
0xNonCents,September_2019,starknet,0,Dev who was inactive
0xNonCents,September_2020,starknet,0,Dev who was inactive
0xNonCents,September_2021,starknet,0,Dev who was inactive
0xNonCents,September_2022,starknet,15,Dev who merged 10 or more commits
0xNonCents,September_2023,starknet,0,Dev who was inactive
0xRockW3,December_2023,starknet,2,Dev who merged between 2 and 9 commits
0xRockW3,February_2024,starknet,0,Dev who was inactive
0xRockW3,January_2024,starknet,2,Dev who merged between 2 and 9 commits
0xRockW3,November_2023,starknet,0,Dev who was inactive
0xRockW3,October_2023,starknet,4,Dev who merged between 2 and 9 commits
0xRockW3,September_2023,starknet,2,Dev who merged between 2 and 9 commits
0xSacha,April_2022,starknet,1,Dev who merged 1 commit
0xSacha,April_2023,starknet,1,Dev who merged 1 commit
0xSacha,August_2022,starknet,0,Dev who was inactive
0xSacha,August_2023,starknet,0,Dev who was inactive
0xSacha,December_2022,starknet,0,Dev who was inactive
0xSacha,December_2023,starknet,11,Dev who merged 10 or more commits
0xSacha,February_2022,starknet,0,Dev who was inactive
0xSacha,February_2023,starknet,0,Dev who was inactive
0xSacha,February_2024,starknet,0,Dev who was inactive
0xSacha,January_2023,starknet,0,Dev who was inactive
0xSacha,January_2024,starknet,0,Dev who was inactive
0xSacha,July_2022,starknet,0,Dev who was inactive
0xSacha,July_2023,starknet,0,Dev who was inactive
0xSacha,June_2022,starknet,0,Dev who was inactive
0xSacha,June_2023,starknet,0,Dev who was inactive
0xSacha,March_2022,starknet,0,Dev who was inactive
0xSacha,March_2023,starknet,0,Dev who was inactive
0xSacha,May_2022,starknet,0,Dev who was inactive
0xSacha,May_2023,starknet,0,Dev who was inactive
0xSacha,November_2022,starknet,0,Dev who was inactive
0xSacha,November_2023,starknet,0,Dev who was inactive
0xSacha,October_2022,starknet,0,Dev who was inactive
0xSacha,October_2023,starknet,1,Dev who merged 1 commit
0xSacha,September_2022,starknet,0,Dev who was inactive
0xSacha,September_2023,starknet,0,Dev who was inactive
0xSachinK,April_2022,starknet,0,Dev who was inactive
0xSachinK,April_2023,starknet,0,Dev who was inactive
0xSachinK,August_2021,starknet,0,Dev who was inactive
0xSachinK,August_2022,starknet,0,Dev who was inactive
0xSachinK,August_2023,starknet,0,Dev who was inactive
0xSachinK,December_2021,starknet,0,Dev who was inactive
0xSachinK,December_2022,starknet,0,Dev who was inactive
0xSachinK,December_2023,starknet,0,Dev who was inactive
0xSachinK,February_2022,starknet,0,Dev who was inactive
0xSachinK,February_2023,starknet,0,Dev who was inactive
0xSachinK,February_2024,starknet,0,Dev who was inactive
0xSachinK,January_2022,starknet,0,Dev who was inactive
0xSachinK,January_2023,starknet,0,Dev who was inactive
0xSachinK,January_2024,starknet,0,Dev who was inactive
0xSachinK,July_2022,starknet,1,Dev who merged 1 commit
0xSachinK,July_2023,starknet,0,Dev who was inactive
0xSachinK,June_2022,starknet,0,Dev who was inactive
0xSachinK,June_2023,starknet,0,Dev who was inactive
0xSachinK,March_2022,starknet,0,Dev who was inactive
0xSachinK,March_2023,starknet,0,Dev who was inactive
0xSachinK,May_2022,starknet,0,Dev who was inactive
0xSachinK,May_2023,starknet,0,Dev who was inactive
0xSachinK,November_2021,starknet,0,Dev who was inactive
0xSachinK,November_2022,starknet,0,Dev who was inactive
0xSachinK,November_2023,starknet,0,Dev who was inactive
0xSachinK,October_2021,starknet,0,Dev who was inactive
0xSachinK,October_2022,starknet,0,Dev who was inactive
0xSachinK,October_2023,starknet,0,Dev who was inactive
0xSachinK,September_2021,starknet,0,Dev who was inactive
0xSachinK,September_2022,starknet,4,Dev who merged between 2 and 9 commits
0xSachinK,September_2023,starknet,0,Dev who was inactive
0xSidius,April_2022,starknet,1,Dev who merged 1 commit
0xSidius,April_2023,starknet,5,Dev who merged between 2 and 9 commits
0xSidius,August_2021,starknet,0,Dev who was inactive
0xSidius,August_2022,starknet,0,Dev who was inactive
0xSidius,August_2023,starknet,0,Dev who was inactive
0xSidius,December_2021,starknet,0,Dev who was inactive
0xSidius,December_2022,starknet,0,Dev who was inactive
0xSidius,December_2023,starknet,0,Dev who was inactive
0xSidius,February_2022,starknet,0,Dev who was inactive
